,Address,Latitude,Longitude,X,Y,Distance from center
289,"Breakwater, Lion Road, BAE Systems, Williamstown, City of Hobsons Bay, Victoria, 3016, Australia",-37.86877939133275,144.91936242379347,4979681.116219561,-14399028.424977692,9019.977827023746
290,"Fire Fly Road, BAE Systems, Williamstown, City of Hobsons Bay, Victoria, 3016, Australia",-37.86368115116249,144.9106189206132,4980881.116219561,-14399028.424977692,9019.977827023746
291,"The Strand, Williamstown, City of Hobsons Bay, Victoria, 3016, Australia",-37.85858283466381,144.90187762250994,4982081.116219561,-14399028.424977692,9178.235124467014
292,"Russell Place, Williamstown, City of Hobsons Bay, Victoria, 3016, Australia",-37.853484442314645,144.89313852892235,4983281.116219561,-14399028.424977692,9486.832980505138
293,"Newport Workshops, Mirls Street, Newport, City of Hobsons Bay, Victoria, 3015, Australia",-37.84838597459269,144.88440163928917,4984481.116219561,-14399028.424977692,9931.767214348109
294,"Agg Street, Newport, City of Hobsons Bay, Victoria, 3015, Australia",-37.84328743197537,144.87566695304898,4985681.116219561,-14399028.424977692,10495.71341072154
295,"Gordon Street, Newport, City of Hobsons Bay, Victoria, 3015, Australia",-37.83818881493982,144.86693446964046,4986881.116219561,-14399028.424977692,11160.645142642965
296,"Macdonald Avenue, Altona North, City of Hobsons Bay, Victoria, 3025, Australia",-37.83309012396301,144.85820418850233,4988081.116219561,-14399028.424977692,11909.659944767525
297,"Victoria, Australia",-37.898657887945355,144.9523016470796,4974281.116219561,-14397828.424977692,11833.849753989613
298,"Victoria, Australia",-37.893558731699976,144.9435485641566,4975481.116219561,-14397828.424977692,11272.976536833561
299,"Victoria, Australia",-37.88845949712604,144.93479768934895,4976681.116219561,-14397828.424977692,10816.653826391968
300,"Victoria, Australia",-37.88336018470271,144.92604902209476,4977881.116219561,-14397828.424977692,10478.549517943788
301,"Victoria, Australia",-37.87826079490881,144.91730256183223,4979081.116219561,-14397828.424977692,10270.345661174213
302,"Hobsons Bay Coastal Trail, Williamstown, City of Hobsons Bay, Victoria, 3016, Australia",-37.873161328223,144.90855830799947,4980281.116219561,-14397828.424977692,10200.0
303,"Cole Street, Williamstown, City of Hobsons Bay, Victoria, 3016, Australia",-37.8680617851236,144.89981626003464,4981481.116219561,-14397828.424977692,10270.345661174213
304,"Laverton Street, Williamstown, City of Hobsons Bay, Victoria, 3016, Australia",-37.86296216608879,144.89107641737598,4982681.116219561,-14397828.424977692,10478.549517943788
305,"Woolworths, Rifle Range Drive, Williamstown, City of Hobsons Bay, Victoria, 3016, Australia",-37.857862471596405,144.88233877946163,4983881.116219561,-14397828.424977692,10816.653826391968
306,"Williamstown North, City of Hobsons Bay, Victoria, Australia",-37.8527627021241,144.8736033457298,4985081.116219561,-14397828.424977692,11272.976536833561
307,"Rosshire Road, Newport, City of Hobsons Bay, Victoria, 3015, Australia",-37.847662858149214,144.8648701156187,4986281.116219561,-14397828.424977692,11833.849753989613
308,"Victoria, Australia",-37.89284312364252,144.9239879047223,4977281.116219561,-14396628.424977692,11788.1296226331
309,"Victoria, Australia",-37.887742507319984,144.9152406929264,4978481.116219561,-14396628.424977692,11541.230437002807
310,"Victoria, Australia",-37.882641814020175,144.90649568835212,4979681.116219561,-14396628.424977692,11415.778554264269
311,"Victoria, Australia",-37.877541044221694,144.89775289043718,4980881.116219561,-14396628.424977692,11415.778554264269
312,"Bay Trail, Williamstown, City of Hobsons Bay, Victoria, 3016, Australia",-37.87244019840281,144.88901229861924,4982081.116219561,-14396628.424977692,11541.230437002807
313,"Jawbone Marine Sanctuary, Kingshott Close, Williamstown, City of Hobsons Bay, Victoria, 3016, Australia",-37.86733927704162,144.880273912336,4983281.116219561,-14396628.424977692,11788.1296226331
